index,Pair.Name,protein_name_a,Ligand.Name,protein_name_b,Receptor.Name,complex_pair,partner_a,partner_b,source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,db,True_LR
68,AFDN_NRXN2,AFDN,"afadin, adherens junction formation factor",NRXN2,neurexin 2,,P55196,P58401,OmniPath,P58401,AFDN,NRXN2,1,0,0,0,0,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,CellTalkDB:9707552;Cellinker:9707552;HPRD:9707552;LRdb:9707552,4,1,7,LR,both,True
69,AFDN_NRXN3,AFDN,"afadin, adherens junction formation factor",NRXN3,neurexin 3,,P55196,Q9Y4C0,OmniPath,Q9Y4C0,AFDN,NRXN3,1,0,0,0,0,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,CellTalkDB:9707552;Cellinker:9707552;HPRD:9707552;LRdb:9707552,4,1,7,LR,both,True
70,AGRN_DAG1,AGRN,agrin,DAG1,dystroglycan 1,,O00468,Q14118,OmniPath,Q14118,AGRN,DAG1,1,1,0,1,1,0,CellChatDB;Cellinker;Wang;connectomeDB2020,Cellinker:30478082;connectomeDB2020:7531888,2,2,4,LR,both,True
71,AGRN_ITGB1,AGRN,agrin,ITGB1,integrin subunit beta 1,,O00468,P05556,OmniPath,P05556,AGRN,ITGB1,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:9367446,1,1,2,LR,both,True
72,AGRN_LRP1,AGRN,agrin,LRP1,LDL receptor related protein 1,,O00468,Q07954,OmniPath,Q07954,AGRN,LRP1,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
73,AGRN_LRP2,AGRN,agrin,LRP2,LDL receptor related protein 2,,O00468,P98164,OmniPath,P98164,AGRN,LRP2,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
74,AGRN_MUSK,AGRN,agrin,MUSK,muscle associated receptor tyrosine kinase,,O00468,O15146,OmniPath,O15146,AGRN,MUSK,1,1,0,1,1,0,Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SignaLink3;connectomeDB2020;iTALK;talklr,Baccin2019:8653787;CellTalkDB:8653787;Cellinker:8653787;HPMR:8653787;LRdb:8653787;SignaLink3:18848351;SignaLink3:23331499;connectomeDB2020:8653787,8,3,10,LR,both,True
75,AGRP_ATRN,AGRP,agouti related neuropeptide,ATRN,attractin,,O00253,O75882,OmniPath,O75882,AGRP,ATRN,1,0,0,0,0,0,Kirouac2010,,0,0,1,LR,LR,True
76,AGRP_MC1R,AGRP,agouti related neuropeptide,MC1R,melanocortin 1 receptor,,O00253,Q01726,OmniPath,Q01726,AGRP,MC1R,1,1,0,1,1,0,Cellinker;Wang,Cellinker:14535656,1,1,2,LR,both,True
77,AGRP_MC3R,AGRP,agouti related neuropeptide,MC3R,melanocortin 3 receptor,,O00253,P41968,OmniPath,P41968,AGRP,MC3R,1,1,1,1,0,1,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:11747427;Baccin2019:9311920;Baccin2019:9819197;Baccin2019:9893984;CellTalkDB:9311920;Cellinker:11747427;Cellinker:9311920;Cellinker:9819197;Cellinker:9893984;Guide2Pharma:9819197;HPRD:11747427;HPRD:9893984;LRdb:11747427;LRdb:9311920;LRdb:9819197;LRdb:9893984;SIGNOR:10318826;SIGNOR:9311920;connectomeDB2020:11747427;connectomeDB2020:9311920;connectomeDB2020:9819197;connectomeDB2020:9893984;scConnect:9819197,23,5,14,LR,both,True
78,AGRP_MC4R,AGRP,agouti related neuropeptide,MC4R,melanocortin 4 receptor,,O00253,P32245,OmniPath,P32245,AGRP,MC4R,1,1,1,1,0,1,Baccin2019;BioGRID;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:10318826;Baccin2019:11747427;Baccin2019:12815165;Baccin2019:9299416;Baccin2019:9311920;BioGRID:10318826;BioGRID:12815165;CellTalkDB:9311920;Cellinker:10318826;Cellinker:11747427;Cellinker:12815165;Cellinker:9299416;Cellinker:9311920;Guide2Pharma:9299416;HPMR:9311920;HPRD:10318826;HPRD:11747427;HPRD:12815165;LRdb:10318826;LRdb:11747427;LRdb:12815165;LRdb:9299416;LRdb:9311920;SIGNOR:10318826;SIGNOR:9311920;connectomeDB2020:10318826;connectomeDB2020:11747427;connectomeDB2020:12815165;connectomeDB2020:9299416;connectomeDB2020:9311920;scConnect:9299416,31,5,17,LR,both,True
79,AGRP_MC5R,AGRP,agouti related neuropeptide,MC5R,melanocortin 5 receptor,,O00253,P33032,OmniPath,P33032,AGRP,MC5R,1,0,1,1,0,1,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:98920209892020;CellTalkDB:9892020;Cellinker:9892020;Guide2Pharma:9892020;HPRD:9892020;LRdb:9892020;connectomeDB2020:9892020;scConnect:9892020,8,2,13,LR,both,True
80,AGRP_SDC1,AGRP,agouti related neuropeptide,SDC1,syndecan 1,,O00253,P18827,OmniPath,P18827,AGRP,SDC1,1,0,0,0,0,0,Cellinker,Cellinker:11461706,1,1,1,LR,both,True
81,AGRP_SDC3,AGRP,agouti related neuropeptide,SDC3,syndecan 3,,O00253,O75056,OmniPath,O75056,AGRP,SDC3,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,CellTalkDB:11461706;Cellinker:11461706;LRdb:11461706;Ramilowski2015:11461706;connectomeDB2020:11461706;talklr:11461706,6,1,9,LR,both,True
82,AGT_ADRA2A,AGT,angiotensinogen,ADRA2A,adrenoceptor alpha 2A,,P01019,P08913,OmniPath,P08913,AGT,ADRA2A,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
83,AGT_AGTR1,AGT,angiotensinogen,AGTR1,angiotensin II receptor type 1,,P01019,P30556,OmniPath,P30556,AGT,AGTR1,1,1,0,1,1,0,CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr,CellTalkDB:10993080;Guide2Pharma:10193788;Guide2Pharma:12006574;Guide2Pharma:21464395;HPRD:15930094;LRdb:10193788;LRdb:10993080;LRdb:12006574;LRdb:15930094;LRdb:21464395;SIGNOR:16597412;SIGNOR:17346243;connectomeDB2020:10193788;connectomeDB2020:10993080;connectomeDB2020:12006574;connectomeDB2020:15930094;connectomeDB2020:21464395;scConnect:10193788;scConnect:12006574;scConnect:21464395,20,7,15,LR,both,True
84,AGT_AGTR2,AGT,angiotensinogen,AGTR2,angiotensin II receptor type 2,,P01019,P50052,OmniPath,P50052,AGT,AGTR2,1,1,0,1,1,0,Baccin2019;CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:17138938;Baccin2019:21464395;Baccin2019:2775266;Baccin2019:7850406;Baccin2019:8185599;Baccin2019:8242249;Baccin2019:8315512;CellTalkDB:17138938;Guide2Pharma:21542804;Guide2Pharma:2775266;Guide2Pharma:7850406;Guide2Pharma:8242249;HPRD:8185599;LRdb:17138938;LRdb:21464395;LRdb:2775266;LRdb:7850406;LRdb:8185599;LRdb:8242249;LRdb:8315512;connectomeDB2020:17138938;connectomeDB2020:21464395;connectomeDB2020:2775266;connectomeDB2020:7850406;connectomeDB2020:8185599;connectomeDB2020:8242249;connectomeDB2020:8315512;scConnect:17138938;scConnect:21464395;scConnect:21542804;scConnect:2775266;scConnect:7850406;scConnect:8242249,33,8,13,LR,both,True
85,AGT_GRM7,AGT,angiotensinogen,GRM7,glutamate metabotropic receptor 7,,P01019,Q14831,OmniPath,Q14831,AGT,GRM7,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
86,AGT_LRP2,AGT,angiotensinogen,LRP2,LDL receptor related protein 2,,P01019,P98164,OmniPath,P98164,AGT,LRP2,1,1,0,1,1,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:15467006;CellTalkDB:15467006;Cellinker:15467006;HPMR:15467006;LRdb:15467006;connectomeDB2020:15467006,6,1,11,LR,both,True
87,AGT_MAS1,AGT,angiotensinogen,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor",,P01019,P04201,OmniPath,P04201,AGT,MAS1,1,1,0,1,1,0,Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:1282979212829790;Cellinker:12829792;HPMR:12829792;HPRD:12829792;LRdb:12829792;connectomeDB2020:12829792,6,2,13,LR,both,True
88,AGT_MTNR1A,AGT,angiotensinogen,MTNR1A,melatonin receptor 1A,,P01019,P48039,OmniPath,P48039,AGT,MTNR1A,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,True
89,AGTRAP_RACK1,AGTRAP,angiotensin II receptor associated protein,RACK1,receptor for activated C kinase 1,,Q6RW13,P63244,OmniPath,P63244,AGTRAP,RACK1,1,0,0,0,0,0,CellTalkDB;HPRD;Lit-BM-17,CellTalkDB:11733189;HPRD:11733189;Lit-BM-17:11733189,3,1,3,LR,both,True
90,AHSG_INSR,AHSG,alpha 2-HS glycoprotein,INSR,insulin receptor,,P02765,P06213,OmniPath,P06213,AHSG,INSR,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,Baccin2019:7906861;CellTalkDB:7906861;Cellinker:7906861;HPRD:7906861;LRdb:7906861;connectomeDB2020:7906861,6,1,9,LR,both,True
91,AIMP1_NTRK1,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,NTRK1,neurotrophic receptor tyrosine kinase 1,,Q12904,P04629,OmniPath,P04629,AIMP1,NTRK1,1,0,0,0,0,0,CellPhoneDB;InnateDB-All_CellPhoneDB,,0,0,1,LR,LR,True
92,ALB_LRP2,ALB,albumin,LRP2,LDL receptor related protein 2,,P02768,P98164,OmniPath,P98164,ALB,LRP2,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,Baccin2019:11158855;Baccin2019:8898021;CellTalkDB:11158855;Cellinker:11158855;Cellinker:8898021;HPRD:11158855;HPRD:8898021;LRdb:11158855;LRdb:89;connectomeDB2020:11158855;connectomeDB2020:8898021,11,3,10,LR,both,True
95,ALKAL1_ALK,ALKAL1,ALK and LTK ligand 1,ALK,ALK receptor tyrosine kinase,,Q6UXT8,Q9UM73,OmniPath,Q9UM73,ALKAL1,ALK,1,0,0,0,0,0,CellTalkDB;IntAct;connectomeDB2020,CellTalkDB:26418745;IntAct:26418745;connectomeDB2020:26630010,3,2,3,LR,both,True
96,ALKAL1_LTK,ALKAL1,ALK and LTK ligand 1,LTK,leukocyte receptor tyrosine kinase,,Q6UXT8,P29376,OmniPath,P29376,ALKAL1,LTK,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:26630010,1,1,1,LR,both,True
97,ALKAL2_ALK,ALKAL2,ALK and LTK ligand 2,ALK,ALK receptor tyrosine kinase,,Q6UX46,Q9UM73,OmniPath,Q9UM73,ALKAL2,ALK,1,0,0,0,0,0,CellTalkDB;connectomeDB2020,CellTalkDB:26418745;connectomeDB2020:26630010,2,2,2,LR,both,True
98,ALKAL2_LTK,ALKAL2,ALK and LTK ligand 2,LTK,leukocyte receptor tyrosine kinase,,Q6UX46,P29376,OmniPath,P29376,ALKAL2,LTK,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:26630010,1,1,1,LR,both,True
99,AMBN_CD63,AMBN,ameloblastin,CD63,CD63 molecule,,Q9NP70,P08962,OmniPath,P08962,AMBN,CD63,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:17708745;connectomeDB2020:21149578,2,2,1,LR,both,True
100,AMELX_CD63,AMELX,amelogenin X-linked,CD63,CD63 molecule,,Q99217,P08962,OmniPath,P08962,AMELX,CD63,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:17708745,1,1,1,LR,both,True
101,AMELX_LAMP1,AMELX,amelogenin X-linked,LAMP1,lysosomal associated membrane protein 1,,Q99217,P11279,OmniPath,P11279,AMELX,LAMP1,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,CellTalkDB:20382373;Cellinker:20382373;LRdb:20382373;Ramilowski2015:20382373;connectomeDB2020:20382373;talklr:20382373,6,1,8,LR,both,True
102,AMELX_LAMP2,AMELX,amelogenin X-linked,LAMP2,lysosomal associated membrane protein 2,,Q99217,P13473,OmniPath,P13473,AMELX,LAMP2,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:17708745,1,1,1,LR,both,True
103,AMELY_CD63,AMELY,amelogenin Y-linked,CD63,CD63 molecule,,Q99218,P08962,OmniPath,P08962,AMELY,CD63,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:17708745,1,1,1,LR,both,True
104,AMELY_LAMP1,AMELY,amelogenin Y-linked,LAMP1,lysosomal associated membrane protein 1,,Q99218,P11279,OmniPath,P11279,AMELY,LAMP1,1,0,0,0,0,0,Baccin2019;Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,Cellinker:20382373;LRdb:20382373;Ramilowski2015:20382373;connectomeDB2020:20382373;talklr:20382373,5,1,7,LR,both,True
105,AMELY_LAMP2,AMELY,amelogenin Y-linked,LAMP2,lysosomal associated membrane protein 2,,Q99218,P13473,OmniPath,P13473,AMELY,LAMP2,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:17708745,1,1,1,LR,both,True
106,AMH_ACVR1,AMH,anti-Mullerian hormone,ACVR1,activin A receptor type 1,,P03971,Q04771,OmniPath,Q04771,AMH,ACVR1,1,1,0,1,1,0,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:14656470;LRdb:14656470;Ramilowski2015:14656470;connectomeDB2020:14656470;talklr:14656470,5,1,10,LR,both,True
107,AMH_BMPR1A,AMH,anti-Mullerian hormone,BMPR1A,bone morphogenetic protein receptor type 1A,,P03971,P36894,OmniPath,P36894,AMH,BMPR1A,1,1,0,1,1,0,Guide2Pharma,,0,0,1,LR,both,True
110,ANG_EGFR,ANG,angiogenin,EGFR,epidermal growth factor receptor,,P03950,P00533,OmniPath,P00533,ANG,EGFR,1,0,0,0,0,0,CellTalkDB;ProtMapper;Sparser_ProtMapper,CellTalkDB:30449278;ProtMapper:19254952,2,2,2,LR,both,True
111,ANG_PLXNB2,ANG,angiogenin,PLXNB2,plexin B2,,P03950,O15031,OmniPath,O15031,ANG,PLXNB2,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:29100074,1,1,1,LR,both,True
115,ANGPT2_TEK,ANGPT2,angiopoietin 2,TEK,TEK receptor tyrosine kinase,,O15123,Q02763,OmniPath,Q02763,ANGPT2,TEK,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:9204896;Baccin2019:9723709;CellChatDB:20651738;CellTalkDB:9204896;Cellinker:20651738;Cellinker:28396397;Cellinker:9204896;Cellinker:9723709;DIP:15893672;DIP:16732286;HPRD:9723709;IntAct:15893672;IntAct:16732286;IntAct:20708158;LRdb:9204896;LRdb:972;Lit-BM-17:12427764;Lit-BM-17:15893672;Lit-BM-17:16732286;Lit-BM-17:20708158;Lit-BM-17:25237190;Lit-BM-17:9204896;Lit-BM-17:9723709;SIGNOR:9723709;SignaLink3:12427764;SignaLink3:15893672;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9204896;SignaLink3:9723709;connectomeDB2020:9204896;connectomeDB2020:9723709,33,13,19,LR,both,True
116,ANGPT2_TIE1,ANGPT2,angiopoietin 2,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,,O15123,P35590,OmniPath,P35590,ANGPT2,TIE1,1,0,0,0,0,0,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr,Baccin2019:27548530;CellTalkDB:22342979;connectomeDB2020:27548530,3,2,7,LR,both,True
117,ANGPT4_TEK,ANGPT4,angiopoietin 4,TEK,TEK receptor tyrosine kinase,,Q9Y264,Q02763,OmniPath,Q02763,ANGPT4,TEK,1,1,0,1,1,0,Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:10051567;CellTalkDB:10051567;Cellinker:10051567;HPRD:10051567;LRdb:10051567;SIGNOR:15284220;SignaLink3:10051567;SignaLink3:15284220;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10051567;connectomeDB2020:15284220,13,5,16,LR,both,True
118,ANGPT4_TIE1,ANGPT4,angiopoietin 4,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,,Q9Y264,P35590,OmniPath,P35590,ANGPT4,TIE1,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;SignaLink3;iTALK;talklr,CellTalkDB:15851516;SignaLink3:10051567;SignaLink3:23331499,3,3,6,LR,both,True
119,ANGPTL1_LILRB2,ANGPTL1,angiopoietin like 1,LILRB2,leukocyte immunoglobulin like receptor B2,,O95841,Q8N423,OmniPath,Q8N423,ANGPTL1,LILRB2,1,0,0,0,0,0,Cellinker,Cellinker:24478758,1,1,1,LR,both,True
120,ANGPTL1_LILRB3,ANGPTL1,angiopoietin like 1,LILRB3,leukocyte immunoglobulin like receptor B3,,O95841,O75022,OmniPath,O75022,ANGPTL1,LILRB3,1,0,0,0,0,0,CellChatDB,CellChatDB:24478758,1,1,1,LR,both,True
121,ANGPTL1_TEK,ANGPTL1,angiopoietin like 1,TEK,TEK receptor tyrosine kinase,,O95841,Q02763,OmniPath,Q02763,ANGPTL1,TEK,1,1,1,1,1,0,CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;SIGNOR;SignaLink3;connectomeDB2020;iTALK;talklr,CellTalkDB:10051567;Cellinker:10051567;HPRD:10051567;LRdb:10051567;SIGNOR:10051567;SIGNOR:15284220;SignaLink3:10051567;SignaLink3:15284220;SignaLink3:23331499;connectomeDB2020:10051567,10,3,12,LR,both,True
122,ANGPTL2_ITGA5,ANGPTL2,angiopoietin like 2,ITGA5,integrin subunit alpha 5,,Q9UKU9,P08648,OmniPath,P08648,ANGPTL2,ITGA5,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:29074299,1,1,1,LR,both,True
123,ANGPTL2_ITGB1,ANGPTL2,angiopoietin like 2,ITGB1,integrin subunit beta 1,,Q9UKU9,P05556,OmniPath,P05556,ANGPTL2,ITGB1,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:29074299,1,1,1,LR,both,True
124,ANGPTL2_LILRB2,ANGPTL2,angiopoietin like 2,LILRB2,leukocyte immunoglobulin like receptor B2,,Q9UKU9,Q8N423,OmniPath,Q8N423,ANGPTL2,LILRB2,1,0,0,0,0,0,CellTalkDB;Cellinker;DIP;IntAct;connectomeDB2020,CellTalkDB:24899623;Cellinker:24478758;DIP:22660330;IntAct:22660330;IntAct:24899623;connectomeDB2020:26056041,6,4,5,LR,both,True
125,ANGPTL2_LILRB3,ANGPTL2,angiopoietin like 2,LILRB3,leukocyte immunoglobulin like receptor B3,,Q9UKU9,O75022,OmniPath,O75022,ANGPTL2,LILRB3,1,0,0,0,0,0,CellChatDB,CellChatDB:24478758,1,1,1,LR,both,True
126,ANGPTL2_TEK,ANGPTL2,angiopoietin like 2,TEK,TEK receptor tyrosine kinase,,Q9UKU9,Q02763,OmniPath,Q02763,ANGPTL2,TEK,1,0,0,0,0,0,Kirouac2010,,0,0,1,LR,LR,True
127,ANGPTL2_TIE1,ANGPTL2,angiopoietin like 2,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,,Q9UKU9,P35590,OmniPath,P35590,ANGPTL2,TIE1,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:32196115,1,1,5,LR,both,True
128,ANGPTL2_TLR4,ANGPTL2,angiopoietin like 2,TLR4,toll like receptor 4,,Q9UKU9,O00206,OmniPath,O00206,ANGPTL2,TLR4,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:24478758;Cellinker:24478758,2,1,2,LR,both,True
129,ANGPTL3_ITGA5,ANGPTL3,angiopoietin like 3,ITGA5,integrin subunit alpha 5,,Q9Y5C1,P08648,OmniPath,P08648,ANGPTL3,ITGA5,1,0,0,0,0,0,CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,CellTalkDB:11877390;Cellinker:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390,5,1,9,LR,both,True
130,ANGPTL3_ITGAV,ANGPTL3,angiopoietin like 3,ITGAV,integrin subunit alpha V,,Q9Y5C1,P06756,OmniPath,P06756,ANGPTL3,ITGAV,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390,4,1,8,LR,both,True
131,ANGPTL3_ITGB3,ANGPTL3,angiopoietin like 3,ITGB3,integrin subunit beta 3,,Q9Y5C1,P05106,OmniPath,P05106,ANGPTL3,ITGB3,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,CellTalkDB:11877390;HPRD:11877390;LRdb:11877390;connectomeDB2020:11877390,4,1,8,LR,both,True
132,ANGPTL3_TEK,ANGPTL3,angiopoietin like 3,TEK,TEK receptor tyrosine kinase,,Q9Y5C1,Q02763,OmniPath,Q02763,ANGPTL3,TEK,1,0,0,0,0,0,Kirouac2010,,0,0,1,LR,LR,True
133,ANGPTL4_CDH11,ANGPTL4,angiopoietin like 4,CDH11,cadherin 11,,Q9BY76,P55287,OmniPath,P55287,ANGPTL4,CDH11,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:30049845;Cellinker:30049845,2,1,2,LR,both,True
134,ANGPTL4_CDH5,ANGPTL4,angiopoietin like 4,CDH5,cadherin 5,,Q9BY76,P33151,OmniPath,P33151,ANGPTL4,CDH5,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:30049845;Cellinker:30049845,2,1,2,LR,both,True
135,ANGPTL4_GPIHBP1,ANGPTL4,angiopoietin like 4,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,,Q9BY76,Q8IV16,OmniPath,Q8IV16,ANGPTL4,GPIHBP1,1,0,0,0,0,0,CellTalkDB,CellTalkDB:25809481,1,1,1,LR,both,True
136,ANGPTL4_SDC1,ANGPTL4,angiopoietin like 4,SDC1,syndecan 1,,Q9BY76,P18827,OmniPath,P18827,ANGPTL4,SDC1,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:29017031;Cellinker:29017031,2,1,2,LR,both,True
137,ANGPTL4_SDC2,ANGPTL4,angiopoietin like 4,SDC2,syndecan 2,,Q9BY76,P34741,OmniPath,P34741,ANGPTL4,SDC2,1,0,0,0,0,0,CellChatDB;Cellinker,CellChatDB:29017031;Cellinker:29017031,2,1,2,LR,both,True
