Unnamed: 0,True_LR,Pair.Name,Ligand,Ligand.Name,Receptor,Receptor.Name,complex_pair,source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,partner_a,partner_b
23,True,LTA_TNFRSF1A,LTA,lymphotoxin alpha,TNFRSF1A,TNF receptor superfamily member 1A,,community,P19438,1,1,0,1,1,0,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:8387891;BioGRID:8387891;CellTalkDB:8387891;Cellinker:8387891;DIP:2170974;DIP:8387891;HPRD:8387891;ICELLNET:7995952;InnateDB:8171323;LRdb:8387891;Lit-BM-17:1310388;Lit-BM-17:2170974;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8387891;SPIKE:12387745;connectomeDB2020:8387891,17,8,23,both,LTA,TNFRSF1A
24,True,NGF_NTRK1,NGF,nerve growth factor,NTRK1,neurotrophic receptor tyrosine kinase 1,,community,P04629,1,1,0,1,1,0,AlzPathway;Baccin2019;BioGRID;CA1;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;Kirouac2010;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,AlzPathway:17404842;AlzPathway:9775403;Baccin2019:10490030;Baccin2019:14985763;BioGRID:10490030;CA1:1706478;CA1:9290260;CA1:9547236;CellChatDB:27908981;CellTalkDB:10490030;Cellinker:10490030;Cellinker:14985763;Cellinker:24224055;Cellinker:27908981;DIP:10490030;DIP:10713102;DIP:1849459;DIP:9083066;DIP:9857023;HPMR:10490030;HPRD:10490030;HPRD:14985763;IntAct:10490030;IntAct:14985763;LRdb:10490030;LRdb:15;Lit-BM-17:10490030;Lit-BM-17:10713102;Lit-BM-17:11729324;Lit-BM-17:11738045;Lit-BM-17:14985763;Lit-BM-17:1849459;Lit-BM-17:9083066;Lit-BM-17:9857023;ProtMapper:12067229;ProtMapper:17409494;ProtMapper:22666365;ProtMapper:23772401;ProtMapper:25611061;ProtMapper:27229480;ProtMapper:28090201;SIGNOR:11114882;SPIKE:14985763;SPIKE:17145710;SPIKE:8155326;connectomeDB2020:10490030;connectomeDB2020:14985763,47,26,25,both,NGF,NTRK1
25,True,CXCL10_CXCR3,CXCL10,C-X-C motif chemokine ligand 10,CXCR3,C-X-C motif chemokine receptor 3,,community,P49682,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:10233762;Baccin2019:12571234;Baccin2019:12884299;Baccin2019:15761110;Baccin2019:9064356;Baccin2019:9660793;CellPhoneDB:24218476;Cellinker:10233762;Cellinker:12571234;Cellinker:12884299;Cellinker:15761110;Cellinker:9064356;Cellinker:9660793;DIP:9625760;DIP:9660793;Guide2Pharma:15761110;Guide2Pharma:9660793;HPMR:9064356;HPRD:10233762;HPRD:12571234;ICELLNET:12884299;LRdb:10699158;SIGNOR:12750173;SPIKE:10233762;SPIKE:12571234;connectomeDB2020:10233762;connectomeDB2020:12571234;connectomeDB2020:12884299;connectomeDB2020:15761110;connectomeDB2020:9064356;connectomeDB2020:9660793;scConnect:15761110;scConnect:9660793,33,10,23,both,CXCL10,CXCR3
26,True,TP53_TNFRSF10D,TP53,tumor protein p53,TNFRSF10D,TNF receptor superfamily member 10d,,community,Q9UBN6,1,1,0,1,1,0,LRdb;SPIKE;Wang,LRdb:16230375;SPIKE:16230375,2,1,3,LR,TP53,TNFRSF10D
27,True,CSF3_CSF3R,CSF3,colony stimulating factor 3,CSF3R,colony stimulating factor 3 receptor,,community,Q99062,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;SignaLink3;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:10364174;CellTalkDB:10364174;Cellinker:10364174;DIP:16492764;HPRD:10364174;ICELLNET:10537111;LRdb:10364174;SIGNOR:16492764;SPIKE:15676205;SignaLink3:10364174;SignaLink3:16492764;SignaLink3:23331499;connectomeDB2020:10364174,13,5,22,both,CSF3,CSF3R
28,True,HGF_MET,HGF,hepatocyte growth factor,MET,"MET proto-oncogene, receptor tyrosine kinase",,community,P08581,1,1,0,1,1,0,BEL-Large-Corpus_ProtMapper;Baccin2019;BioGRID;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:15167892;Baccin2019:1655405;Baccin2019:1846706;Baccin2019:18495663;BioGRID:1655405;CellChatDB:28475121;CellTalkDB:1846706;Cellinker:15167892;Cellinker:1655405;Cellinker:1846706;Cellinker:18495663;Cellinker:28475121;DIP:16537482;DIP:17804794;DIP:20624990;HPRD:15167892;HPRD:1655405;HPRD:18495663;ICELLNET:15218027;IntAct:15167892;IntAct:16537482;IntAct:17804794;IntAct:17981115;IntAct:1846706;IntAct:20624990;IntAct:22897854;LRdb:15167892;LRdb:1655405;LRdb:1846706;LRdb:18495663;Lit-BM-17:15167892;Lit-BM-17:17804794;Lit-BM-17:17981115;Lit-BM-17:1846706;Lit-BM-17:19433454;Lit-BM-17:22897854;Lit-BM-17:8380735;ProtMapper:16397249;ProtMapper:17667909;ProtMapper:20178463;ProtMapper:22001117;ProtMapper:24362531;ProtMapper:27147579;ProtMapper:28534512;SIGNOR:8380735;SPIKE:14685170;SPIKE:17145710;SPIKE:1846706;SignaLink3:23331499;SignaLink3:8380735;connectomeDB2020:15167892;connectomeDB2020:1655405;connectomeDB2020:1846706;connectomeDB2020:18495663,54,23,26,both,HGF,MET
29,True,TNF_TNFRSF1B,TNF,tumor necrosis factor,TNFRSF1B,TNF receptor superfamily member 1B,,community,P20333,1,1,0,1,1,0,Baccin2019;BioGRID;CancerCellMap;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;Macrophage;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:19084540;Baccin2019:2158863;Baccin2019:7664431;BioGRID:7930591;BioGRID:7966397;CancerCellMap:2158863;CancerCellMap:7664431;CellTalkDB:19084540;Cellinker:19084540;Cellinker:2158863;Cellinker:7664431;DIP:1328224;DIP:14743216;DIP:2172983;HPMR:2158863;HPRD:19084540;HPRD:2158863;HPRD:7664431;ICELLNET:11239407;InnateDB:11448951;InnateDB:14743216;InnateDB:19287455;IntAct:14743216;IntAct:24070898;LRdb:19084540;LRdb:2158863;LRdb:7664431;Lit-BM-17:1310388;Lit-BM-17:1328224;Lit-BM-17:14743216;Lit-BM-17:15485837;Lit-BM-17:2172983;Lit-BM-17:24070898;Lit-BM-17:7930591;Lit-BM-17:7966397;Lit-BM-17:8182064;Lit-BM-17:8805640;Lit-BM-17:9488135;Lit-BM-17:9568681;Macrophage:7852363;Macrophage:8590321;NetPath:15485837;NetPath:1655744;NetPath:7664431;SIGNOR:12040173;SIGNOR:14732063;SIGNOR:17151142;SPIKE:15450251;connectomeDB2020:19084540;connectomeDB2020:2158863;connectomeDB2020:7664431,51,25,30,both,TNF,TNFRSF1B
30,True,INS_INSR,INS,insulin,INSR,insulin receptor,,community,P06213,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:2550426;CellChatDB:24633815;CellTalkDB:2550426;Cellinker:2550426;DIP:11278498;DIP:23302862;HPRD:2550426;IntAct:23302862;IntAct:29512653;LRdb:2550426;ProtMapper:17227660;ProtMapper:19752148;ProtMapper:19902173;ProtMapper:20332342;ProtMapper:21317886;ProtMapper:21743783;ProtMapper:22521887;ProtMapper:22832498;ProtMapper:23223021;ProtMapper:23304064;ProtMapper:23363978;ProtMapper:24296476;ProtMapper:26245346;ProtMapper:26374090;ProtMapper:29069585;ProtMapper:30197476;ProtMapper:8393875;SIGNOR:16956584;SIGNOR:2550426;SPIKE:15870194;SignaLink3:16956584;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:2550426;connectomeDB2020:2550426,35,26,21,both,INS,INSR
31,True,TNFSF9_TNFRSF9,TNFSF9,TNF superfamily member 9,TNFRSF9,TNF receptor superfamily member 9,,community,Q07011,1,1,0,1,1,0,CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr,CellTalkDB:13130507;Cellinker:13130507;Cellinker:8088337;Cellinker:9045669;DIP:8088337;HPMR:8088337;HPRD:13130507;HPRD:8088337;HPRD:9045669;ICELLNET:11239407;LRdb:13130507;LRdb:8088337;LRdb:9045669;SPIKE:16596186;connectomeDB2020:13130507;connectomeDB2020:8088337;connectomeDB2020:9045669,17,5,18,both,TNFSF9,TNFRSF9
32,True,CD70_CD27,CD70,CD70 molecule,CD27,CD27 molecule,,community,P26842,1,1,0,1,1,0,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:15723067;Baccin2019:7479974;Baccin2019:8120384;Baccin2019:8186199;Baccin2019:8580829;Baccin2019:9767422;Baccin2019:9862673;BioGRID:21917027;CellPhoneDB:26697006;CellTalkDB:8120384;Cellinker:15723067;Cellinker:7479974;Cellinker:8120384;Cellinker:8186199;Cellinker:8580829;Cellinker:9767422;Cellinker:9862673;HPMR:8120384;HPRD:15723067;HPRD:7479974;HPRD:8120384;HPRD:8186199;HPRD:8580829;HPRD:9767422;HPRD:9862673;ICELLNET:26697006;ICELLNET:8120384;LRdb:15723067;LRdb:7479974;LRdb:8120384;LRdb:8186199;LRdb:8580829;LRdb:9767422;LRdb:9862673;SIGNOR:12324477;SIGNOR:8120384;SPIKE:9862673;connectomeDB2020:15723067;connectomeDB2020:7479974;connectomeDB2020:8120384;connectomeDB2020:8186199;connectomeDB2020:8580829;connectomeDB2020:9767422;connectomeDB2020:9862673,44,10,21,both,CD70,CD27
33,True,FASLG_FAS,FASLG,Fas ligand,FAS,Fas cell surface death receptor,,community,P25445,1,1,0,1,1,0,Baccin2019;BioGRID;CA1;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;Macrophage;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:9126929;Baccin2019:9228058;BioGRID:9126929;BioGRID:9228058;CA1:1375228;CA1:1713127;CA1:7505205;CellTalkDB:9126929;Cellinker:9126929;Cellinker:9228058;HPMR:9126929;HPRD:9126929;HPRD:9228058;ICELLNET:11239407;IntAct:21803845;IntAct:25241761;LRdb:9126929;LRdb:9228058;Lit-BM-17:12753742;Lit-BM-17:12887920;Lit-BM-17:15659383;Lit-BM-17:21803845;Lit-BM-17:25241761;Lit-BM-17:9126929;Lit-BM-17:9228058;Macrophage:15725726;Macrophage:8521815;Macrophage:9039262;Macrophage:9126929;Macrophage:9228058;SIGNOR:14965271;SIGNOR:9228058;SPIKE:9126929;SPIKE:9228058;connectomeDB2020:9126929;connectomeDB2020:9228058,36,15,26,both,FASLG,FAS
34,True,TNFSF10_TNFRSF10D,TNFSF10,TNF superfamily member 10,TNFRSF10D,TNF receptor superfamily member 10d,,community,Q9UBN6,1,1,0,1,1,0,CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:9242610;Cellinker:9242610;Cellinker:9430226;DIP:9382840;HPMR:9242610;HPRD:9430226;ICELLNET:11239407;LRdb:9242610;LRdb:943;Lit-BM-17:20103630;Lit-BM-17:9382840;Lit-BM-17:9430226;SPIKE:9430226;connectomeDB2020:9242610;connectomeDB2020:9430226,15,6,16,both,TNFSF10,TNFRSF10D
35,True,TNFSF10_TNFRSF10B,TNFSF10,TNF superfamily member 10,TNFRSF10B,TNF receptor superfamily member 10b,,community,O14763,1,1,0,1,1,0,BioGRID;CellCall;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;Macrophage;Ramilowski2015;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,BioGRID:11094155;BioGRID:9311998;CellTalkDB:10549288;Cellinker:10549288;Cellinker:15766588;Cellinker:9311998;Cellinker:9325248;HPMR:15766588;HPRD:10549288;HPRD:9311998;HPRD:9325248;ICELLNET:11239407;InnateDB:10894161;InnateDB:16227629;IntAct:10542098;IntAct:10549288;IntAct:20103630;LRdb:10549288;LRdb:15766588;LRdb:9311998;LRdb:9325248;Lit-BM-17:10542098;Lit-BM-17:10549288;Lit-BM-17:10894160;Lit-BM-17:11094155;Lit-BM-17:19427028;Lit-BM-17:20097879;Lit-BM-17:20103630;Lit-BM-17:21459798;Lit-BM-17:21525171;Lit-BM-17:21822306;Lit-BM-17:22266862;Lit-BM-17:22585859;Lit-BM-17:23678861;Lit-BM-17:9311998;Lit-BM-17:9325248;Macrophage:10549288;Macrophage:12628743;Macrophage:9242610;Macrophage:9311998;SIGNOR:14585074;SIGNOR:15766588;SPIKE:15538968;connectomeDB2020:10549288;connectomeDB2020:15766588;connectomeDB2020:9311998;connectomeDB2020:9325248,47,23,23,both,TNFSF10,TNFRSF10B
36,True,TNFSF10_TNFRSF10A,TNFSF10,TNF superfamily member 10,TNFRSF10A,TNF receptor superfamily member 10a,,community,O00220,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;Macrophage;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:10549288;Baccin2019:15766588;Baccin2019:9082980;Baccin2019:9242610;Baccin2019:9311998;Baccin2019:9314565;Baccin2019:9325248;Baccin2019:9430226;Baccin2019:9613612;CellTalkDB:15766588;Cellinker:10549288;Cellinker:15766588;Cellinker:9082980;Cellinker:9325248;HPMR:15766588;HPRD:10549288;HPRD:9082980;HPRD:9325248;ICELLNET:11239407;InnateDB:10894161;IntAct:20103630;LRdb:10549288;LRdb:15766588;LRdb:9082980;LRdb:9325248;Lit-BM-17:10894160;Lit-BM-17:19427028;Lit-BM-17:20103630;Lit-BM-17:9082980;Macrophage:10549288;Macrophage:12628743;Macrophage:9082980;SIGNOR:14585074;SPIKE:15538968;connectomeDB2020:10549288;connectomeDB2020:15766588;connectomeDB2020:9082980;connectomeDB2020:9325248,38,17,25,both,TNFSF10,TNFRSF10A
37,True,TNF_TNFRSF1A,TNF,tumor necrosis factor,TNFRSF1A,TNF receptor superfamily member 1A,,community,P19438,1,1,0,1,1,0,AlzPathway;Baccin2019;BioGRID;CancerCellMap;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;Macrophage;NetPath;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;Sparser_ProtMapper;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr,AlzPathway:18067990;Baccin2019:10634209;Baccin2019:14743216;Baccin2019:19084540;Baccin2019:7852363;BioGRID:2170559;CancerCellMap:10634209;CancerCellMap:14743216;CellTalkDB:19084540;Cellinker:10634209;Cellinker:14743216;Cellinker:19084540;Cellinker:7852363;DIP:14743216;DIP:20080539;DIP:2158863;DIP:2170974;DIP:22801493;DIP:23955153;HPMR:7852363;HPRD:10634209;HPRD:14743216;HPRD:19084540;ICELLNET:11239407;InnateDB:11448951;InnateDB:12887920;InnateDB:14743216;InnateDB:19287455;InnateDB:2158863;InnateDB:2848815;InnateDB:7852363;IntAct:14743216;IntAct:20103630;IntAct:24070898;IntAct:25241761;IntAct:2848815;LRdb:10634209;LRdb:14743216;LRdb:19084540;LRdb:7852363;Lit-BM-17:12753742;Lit-BM-17:12887920;Lit-BM-17:1310388;Lit-BM-17:14743216;Lit-BM-17:15485837;Lit-BM-17:20103630;Lit-BM-17:2158863;Lit-BM-17:2170559;Lit-BM-17:2170974;Lit-BM-17:22028622;Lit-BM-17:22099304;Lit-BM-17:22675546;Lit-BM-17:23032187;Lit-BM-17:23746843;Lit-BM-17:24070898;Lit-BM-17:24726327;Lit-BM-17:24980434;Lit-BM-17:25241761;Lit-BM-17:25911380;Lit-BM-17:26186194;Lit-BM-17:26670046;Lit-BM-17:27560715;Lit-BM-17:2848815;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8805640;Lit-BM-17:9488135;Lit-BM-17:9568681;Macrophage:1331108;Macrophage:2158863;NetPath:10634209;NetPath:15485837;NetPath:3034874;ProtMapper:21724995;SIGNOR:10634209;SIGNOR:11502070;SIGNOR:14732063;SIGNOR:17151142;SIGNOR:21133840;SIGNOR:23070005;SPIKE:10634209;SPIKE:19442713;SPIKE:2158863;connectomeDB2020:10634209;connectomeDB2020:14743216;connectomeDB2020:19084540;connectomeDB2020:7852363,87,47,32,both,TNF,TNFRSF1A
38,True,GNRH1_GNRHR,GNRH1,gonadotropin releasing hormone 1,GNRHR,gonadotropin releasing hormone receptor,,community,P30968,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:11726197;Baccin2019:17095587;Baccin2019:17452338;Baccin2019:414473;Baccin2019:9414473;CellChatDB:19640273;CellTalkDB:17452338;Cellinker:11726197;Cellinker:17095587;Cellinker:17452338;Cellinker:19640273;Cellinker:414473;Cellinker:9414473;Guide2Pharma:11726197;Guide2Pharma:17095587;Guide2Pharma:17452338;Guide2Pharma:26398856;Guide2Pharma:26774084;HPRD:9414473;LRdb:11726197;LRdb:17095587;LRdb:17452338;LRdb:414473;LRdb:9414473;SPIKE:4930860;connectomeDB2020:11726197;connectomeDB2020:17095587;connectomeDB2020:17452338;connectomeDB2020:414473;connectomeDB2020:9414473;scConnect:11726197;scConnect:17095587;scConnect:17452338;scConnect:26398856;scConnect:26774084,35,9,17,both,GNRH1,GNRHR
39,True,WNT5A_ROR2,WNT5A,Wnt family member 5A,ROR2,receptor tyrosine kinase like orphan receptor 2,,community,Q01974,1,1,0,1,1,0,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:12839624;CellTalkDB:12839624;Cellinker:18606138;HPRD:12839624;LRdb:12839624;NetPath:12839624;SIGNOR:26690702;SPIKE:12839624;SPIKE:20215527;SPIKE:21069266;SignaLink3:17203201;SignaLink3:23331499;connectomeDB2020:12839624,13,7,16,both,WNT5A,ROR2
40,True,CXCL11_CXCR3,CXCL11,C-X-C motif chemokine ligand 11,CXCR3,C-X-C motif chemokine receptor 3,,community,P49682,1,1,0,1,1,0,Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr,Baccin2019:12884299;Baccin2019:15273303;Baccin2019:15761110;Baccin2019:9625760;CellPhoneDB:24218476;Cellinker:12884299;Cellinker:15273303;Cellinker:15761110;Cellinker:9625760;DIP:11259614;DIP:9625760;Guide2Pharma:15761110;HPRD:15273303;HPRD:9625760;ICELLNET:12884299;LRdb:10699158;SIGNOR:12750173;SPIKE:16189514;connectomeDB2020:12884299;connectomeDB2020:15273303;connectomeDB2020:15761110;connectomeDB2020:9625760;scConnect:15761110,23,9,21,both,CXCL11,CXCR3
41,True,TGFB1_TGFBR3,TGFB1,transforming growth factor beta 1,TGFBR3,transforming growth factor beta receptor 3,,community,Q03167,1,1,0,1,1,0,Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:7935686;CellTalkDB:7935686;Cellinker:7935686;DIP:10519421;DIP:11323414;DIP:9312157;HPRD:7935686;LRdb:7935686;Lit-BM-17:10519421;Lit-BM-17:11323414;Lit-BM-17:8106553;Lit-BM-17:9312157;NetPath:11278442;NetPath:11323414;SPIKE:11278442;SPIKE:8106553;connectomeDB2020:7935686,17,6,17,both,TGFB1,TGFBR3
