gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	T
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0A53B10C5	0.0	0.0	0.0	0.0	0.0	0.001	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS08ED148A9	0.035	0.46	0.707	0.483	0.332	0.458	0.074
APP	P05067	False	APP_HUMAN		CPI-SS0C07D783B	0.046	0.389	0.114	0.605	0.374	0.423	0.03
TFPI	P10646	False	TFPI_HUMAN		CPI-SS0952204AA	0.0	0.005	0.381	0.014	0.452	0.025	0.152
PLAU	P00749	False	PLAU_HUMAN		CPI-SS07460D480	0.0	0.0	0.0	0.009	0.049	0.007	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SS0A977E10A	0.0	0.022	0.0	0.012	0.015	0.007	0.0
APOC1	P02654	False	APOC1_HUMAN		CPI-SS057D7BC43	0.0	0.026	0.223	0.011	0.013	0.012	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS054E39503	0.035	0.46	0.707	0.483	0.332	0.458	0.074
APP	P05067	False	APP_HUMAN		CPI-SS07ACDDCD6	0.046	0.389	0.114	0.605	0.374	0.423	0.03
MDK	P21741	False	MDK_HUMAN		CPI-SS083CBFACD	0.023	0.006	0.0	0.025	0.083	0.033	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SS0C38268C2	0.0	0.022	0.0	0.012	0.015	0.007	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS0D5D83679	0.035	0.46	0.707	0.483	0.332	0.458	0.074
APOE	P02649	False	APOE_HUMAN		CPI-SS0B9BDF9EA	0.0	0.022	0.0	0.012	0.015	0.007	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS026E76168	0.035	0.46	0.707	0.483	0.332	0.458	0.074
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.009	0.196	0.005	0.0	0.009	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SS02EAE9C0B	0.0	0.022	0.0	0.012	0.015	0.007	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS02A53F29E	0.035	0.46	0.707	0.483	0.332	0.458	0.074
PSAP	P07602	False	PSAP_HUMAN		CPI-SS00D15753B	0.303	0.836	0.448	1.435	0.328	1.764	0.411
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.245	1.055	0.047	1.359	0.174	1.377	0.197
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.592	0.454	0.089	0.437	0.248	0.385	0.361
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS03796A3C1	0.035	0.46	0.707	0.483	0.332	0.458	0.074
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0F276B74E	0.0	0.0	0.0	0.0	0.0	0.002	0.0
JAML	Q86YT9	False	JAML_HUMAN		CPI-SS075296A07	0.0	0.666	0.0	0.387	0.001	0.388	0.0
TMEM167A	Q8TBQ9	False	TMEM167A_HUMAN		CPI-SS01B2A39E8	0.074	0.317	0.562	0.436	0.303	0.463	0.274
PAPLN	O95428	False	PAPLN_HUMAN		CPI-SS0F23DBE89	0.0	0.0	0.0	0.007	0.007	0.012	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0A5A90AA8	0.0	0.008	0.0	0.031	0.002	0.014	0.047
CSF1	P09603	False	CSF1_HUMAN		CPI-SS00EFF7596	0.0	0.008	0.0	0.031	0.002	0.014	0.047
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.0	0.008	0.0	0.031	0.002	0.014	0.047
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.0	0.01	0.0	0.025	0.005	0.044	0.726
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.0	0.008	0.0	0.031	0.002	0.014	0.047
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS045B7AEFA	0.0	0.0	0.0	0.0	0.003	0.0	0.0
LILRA1	O75019	False	LILRA1_HUMAN		CPI-SS02B3466B9	0.027	0.126	0.0	0.075	0.007	0.09	0.027
CD3D	P04234	False	CD3D_HUMAN		CPI-SS0684736E9	0.0	0.006	0.0	0.0	0.0	0.001	0.923
CD3G	P09693	False	CD3G_HUMAN		CPI-SS0CA07DF4D	0.0	0.0	0.0	0.0	0.0	0.0	0.755
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0ACA611DA	0.0	0.0	0.0	0.0	0.001	0.0	0.288
LRP5	O75197	False	LRP5_HUMAN		CPI-SS09D03466D	0.0	0.0	0.0	0.012	0.014	0.001	0.0
MET	P08581	False	MET_HUMAN		CPI-SS05AA926F6	0.0	0.0	0.0	0.0	0.0	0.001	0.0
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS032900992	0.038	0.062	0.0	0.051	0.17	0.069	0.031
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS00CFAFE79	0.0	0.0	0.0	0.005	0.012	0.001	0.0
CD9	P21926	False	CD9_HUMAN		CPI-SS050F23BBC	0.046	0.094	0.103	0.049	0.28	0.058	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.917	1.151	0.614	1.397	2.035	1.381	0.985
CD6	P30203	False	CD6_HUMAN		CPI-SS04ACBDE69	0.027	0.0	0.0	0.005	0.0	0.003	0.381
PRLR	P16471	False	PRLR_HUMAN		CPI-SS01205E292	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CD82	P27701	False	CD82_HUMAN		CPI-SS019B0C6B8	0.271	0.114	0.049	0.083	0.467	0.163	0.053
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS0596B1240	2.177	2.207	1.516	2.167	1.779	2.301	2.837
TGFA	P01135	False	TGFA_HUMAN		CPI-SS06A3BD338	0.0	0.0	0.0	0.0	0.004	0.0	0.0
PLXNB1	O43157	False	PLXNB1_HUMAN		CPI-SS0F7F48304	0.031	0.0	0.0	0.006	0.01	0.002	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS03F383429	0.0	0.0	0.0	0.0	0.014	0.001	0.0
EREG	O14944	False	EREG_HUMAN		CPI-SS08400820C	0.151	0.246	0.092	0.277	0.777	0.489	0.118
CPNE3	O75131	False	CPNE3_HUMAN		CPI-SS00F563EAF	0.22	0.298	0.0	0.257	0.257	0.257	0.056
TIMP3	P35625	False	TIMP3_HUMAN		CPI-SS0CD901751	0.0	0.0	0.0	0.005	0.011	0.001	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0DF570F78	0.0	0.035	0.0	0.091	0.051	0.062	0.0
AXL	P30530	False	AXL_HUMAN		CPI-SS04E607E34	0.0	0.0	0.0	0.0	0.002	0.0	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS070EEF2CD	0.296	0.446	0.57	0.529	0.311	0.514	0.195
MET	P08581	False	MET_HUMAN		CPI-SS0533D1B76	0.0	0.0	0.0	0.0	0.0	0.001	0.0
ITGA5	P08648	False	ITGA5_HUMAN		CPI-SS0FDFB4A50	0.025	0.212	0.0	0.142	0.086	0.17	0.0
IL6R	P08887	False	IL6R_HUMAN		CPI-SS0386308FF	0.0	0.298	0.0	0.238	0.127	0.243	0.0
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0CEB19F55	0.0	0.0	0.0	0.0	0.004	0.0	0.0
MUC1	P15941	False	MUC1_HUMAN		CPI-SS05316CA0D	0.0	0.018	0.093	0.014	0.042	0.007	0.0
IL6R	P08887	False	IL6R_HUMAN		CPI-SS0CA096754	0.0	0.298	0.0	0.238	0.127	0.243	0.0
PROS1	P07225	False	PROS1_HUMAN		CPI-SS0C85BC9AF	0.0	0.0	0.0	0.006	0.0	0.001	0.0
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS0C25DCDE2	0.076	0.334	0.0	0.506	0.251	0.417	0.086
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS08A9FC919	0.0	0.0	0.0	0.005	0.012	0.001	0.0
MET	P08581	False	MET_HUMAN		CPI-SS0932B3D4F	0.0	0.0	0.0	0.0	0.0	0.001	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS073E10C24	0.029	0.009	0.0	0.0	0.01	0.005	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS0EA554877	0.0	0.008	0.0	0.0	0.012	0.005	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS090EF326A	0.0	0.0	0.052	0.058	0.017	0.013	0.07
FN1	P02751	False	FN1_HUMAN		CPI-SS04E4E70A8	0.0	0.0	0.0	0.004	0.015	0.002	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0F5FE7F63	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS052990001	0.296	0.446	0.57	0.529	0.311	0.514	0.195
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS02DF30D00	0.0	0.0	0.0	0.0	0.003	0.0	0.0
TLR2	O60603	False	TLR2_HUMAN		CPI-SS0B144AD0C	0.032	0.084	0.0	0.095	0.046	0.093	0.0
TLR3	O15455	False	TLR3_HUMAN		CPI-SS0CD2B7D51	0.0	0.0	0.0	0.004	0.024	0.001	0.0
MMP2	P08253	False	MMP2_HUMAN		CPI-SS084577134	0.0	0.0	0.0	0.011	0.045	0.007	0.0
SPARC	P09486	False	SPARC_HUMAN		CPI-SS00F27FBDF	0.0	0.016	0.0	0.167	0.339	0.067	0.0
FRS3	O43559	False	FRS3_HUMAN		CPI-SS0445B2471	0.03	0.0	0.0	0.014	0.0	0.008	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0F1F57934	0.0	0.068	0.0	0.123	0.006	0.276	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS067EA6552	0.0	0.0	0.0	0.005	0.012	0.001	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09032AAA5	0.296	0.446	0.57	0.529	0.311	0.514	0.195
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0EE6E46E7	0.038	0.062	0.0	0.051	0.17	0.069	0.031
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0E14775AE	0.0	0.0	0.0	0.025	0.0	0.012	0.0
PLXNB1	O43157	False	PLXNB1_HUMAN		CPI-SS05438499B	0.031	0.0	0.0	0.006	0.01	0.002	0.0
TNFRSF10B	O14763	False	TNFRSF10B_HUMAN		CPI-SS03BF95E36	0.096	0.085	0.0	0.185	0.043	0.161	0.0
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS086BFF188	0.076	0.334	0.0	0.506	0.251	0.417	0.086
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0BC7CD11B	0.067	0.451	0.28	0.458	0.207	0.417	0.0
RET	P07949	False	RET_HUMAN		CPI-SS0511FD78F	0.0	0.0	0.0	0.0	0.003	0.0	0.0
MET	P08581	False	MET_HUMAN		CPI-SS0FB93FBEF	0.0	0.0	0.0	0.0	0.0	0.001	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0098257EA	0.296	0.446	0.57	0.529	0.311	0.514	0.195
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0DBAA0A77	0.029	0.058	0.0	0.043	0.055	0.059	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.0	0.0	0.0	0.025	0.0	0.012	0.0
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.0	0.007	0.0	0.02	0.006	0.011	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0280EF69B	0.145	0.708	0.0	2.662	0.04	2.911	0.09
RET	P07949	False	RET_HUMAN		CPI-SS07FF77061	0.0	0.0	0.0	0.0	0.003	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS002DA4C91	0.0	0.027	0.0	0.015	0.022	0.034	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS071C34408	0.0	0.073	0.0	0.243	0.142	0.21	0.134
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS03886FA00	0.0	0.009	0.0	0.027	0.0	0.036	0.064
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0151341E0	0.0	0.035	0.0	0.091	0.051	0.062	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0726A9CCA	0.0	0.0	0.0	0.005	0.012	0.001	0.0
TLR4	O00206	False	TLR4_HUMAN		CPI-SS00CF7ADDC	0.029	0.13	0.0	0.371	0.043	0.396	0.116
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS065FFAF5E	0.068	0.114	0.0	0.069	0.053	0.075	0.0
TGFBR2	P37173	False	TGFBR2_HUMAN		CPI-SS0DC9E4DF9	0.293	0.23	0.231	0.124	0.099	0.156	0.158
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS0649F034F	0.217	0.236	0.865	0.531	0.399	0.457	0.13
PSAP	P07602	False	PSAP_HUMAN		CPI-SS070ABC196	0.303	0.836	0.448	1.435	0.328	1.764	0.411
PLXNB2	O15031	False	PLXNB2_HUMAN		CPI-SS0C19D082D	0.031	0.143	0.104	0.304	0.06	0.361	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS054624553	0.0	0.196	0.0	0.141	0.088	0.099	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS03EC5E8EB	0.024	0.038	0.0	0.079	0.055	0.123	0.0
KCNN4	O15554	False	KCNN4_HUMAN		CPI-SS0EFBB65F4	0.1	0.07	0.091	0.061	0.029	0.073	0.0
HMMR	O75330	False	HMMR_HUMAN		CPI-SS0565456DB	0.0	0.0	0.434	0.004	0.018	0.006	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS0F6115075	0.0	0.196	0.0	0.141	0.088	0.099	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS05F06B713	0.024	0.038	0.0	0.079	0.055	0.123	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS05F7D222D	0.0	0.196	0.0	0.141	0.088	0.099	0.0
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0BBDA0C3F	0.0	0.0	0.0	0.0	0.0	0.001	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS0A588506B	0.024	0.038	0.0	0.079	0.055	0.123	0.0
ADCY9	O60503	False	ADCY9_HUMAN		CPI-SS0FB2F97CA	0.0	0.025	0.0	0.04	0.014	0.014	0.0
S1PR4	O95977	False	S1PR4_HUMAN		CPI-SS034060D56	0.035	0.102	0.0	0.089	0.251	0.076	0.33
TLR2	O60603	False	TLR2_HUMAN		CPI-SS0656275A7	0.032	0.084	0.0	0.095	0.046	0.093	0.0
DYSF	O75923	False	DYSF_HUMAN		CPI-SS053D86BD9	0.0	0.0	0.112	0.063	0.006	0.051	0.0
MFAP3L	O75121	False	MFAP3L_HUMAN		CPI-SS077C35726	0.0	0.0	0.0	0.0	0.009	0.0	0.0
DYSF	O75923	False	DYSF_HUMAN		CPI-SS0B490E802	0.0	0.0	0.112	0.063	0.006	0.051	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS089283EF5	0.0	0.0	0.0	0.005	0.012	0.001	0.0
HLA-DPB1	P04440	False	HLA-DPB1_HUMAN		CPI-SS0EDD3F6A8	1.247	3.177	0.0	0.885	1.061	0.731	0.411
ADGRL1	O94910	False	ADGRL1_HUMAN		CPI-SS09375CA29	0.0	0.0	0.0	0.004	0.02	0.004	0.0
CNIH1	O95406	False	CNIH1_HUMAN		CPI-SS04767DDF0	0.147	0.241	0.0	0.238	0.302	0.282	0.181
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0ECA3C270	0.063	1.129	0.0	1.344	0.27	1.391	0.197
IL2RA	P01589	False	IL2RA_HUMAN		CPI-SS045A92630	0.044	0.0	0.0	0.005	0.012	0.007	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS096307FED	0.0	0.0	0.0	0.005	0.012	0.001	0.0
CD74	P04233	False	CD74_HUMAN		CPI-SS0ABC5C1B8	3.07	4.038	0.292	2.535	2.048	2.454	1.106
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.0	0.068	0.0	0.123	0.006	0.276	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0FCB7A7D8	0.0	0.0	0.0	0.005	0.012	0.001	0.0
IFNAR1	P17181	False	IFNAR1_HUMAN		CPI-SS078A6F3C9	0.037	0.159	0.0	0.196	0.128	0.204	0.194
TNFRSF1A	P19438	False	TNFRSF1A_HUMAN		CPI-SS0DA033F03	0.068	0.106	0.216	0.161	0.138	0.201	0.031
TNFRSF1B	P20333	False	TNFRSF1B_HUMAN		CPI-SS0C4E86714	0.121	0.401	0.155	0.551	0.021	0.968	0.234
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS09406A30A	0.038	0.062	0.0	0.051	0.17	0.069	0.031
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.0	0.0	0.0	0.0	0.0	0.005	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS079EEDE8D	0.0	0.0	0.0	0.005	0.012	0.001	0.0
C3	P01024	False	C3_HUMAN		CPI-SS04F28628D	0.0	0.0	0.0	0.008	0.0	0.002	0.0
PROC	P04070	False	PROC_HUMAN		CPI-SS028F0D726	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DAFE24B6	0.0	0.0	0.0	0.009	0.049	0.007	0.0
PLAT	P00750	False	PLAT_HUMAN		CPI-SS008DD1B5A	0.0	0.008	0.0	0.0	0.0	0.001	0.0
HP	P00738	False	HP_HUMAN		CPI-SS032131570	0.0	0.0	0.0	0.0	0.0	0.003	0.0
C3	P01024	False	C3_HUMAN		CPI-SS028712007	0.0	0.0	0.0	0.008	0.0	0.002	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS06DD43A6C	0.0	0.068	0.0	0.123	0.006	0.276	0.0
PROC	P04070	False	PROC_HUMAN		CPI-SS014B6C7D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS01562ACBC	0.0	0.0	0.0	0.009	0.049	0.007	0.0
PLAT	P00750	False	PLAT_HUMAN		CPI-SS026AF1BB4	0.0	0.008	0.0	0.0	0.0	0.001	0.0
HP	P00738	False	HP_HUMAN		CPI-SS069A7D8CC	0.0	0.0	0.0	0.0	0.0	0.003	0.0
CFH	P08603	False	CFH_HUMAN		CPI-SS0A6D0A416	0.0	0.0	0.0	0.007	0.01	0.002	0.056
CD36	P16671	False	CD36_HUMAN		CPI-SS0CC58BC47	0.0	0.404	1.924	1.426	0.018	1.31	0.042
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0827A3BF8	0.145	0.708	0.0	2.662	0.04	2.911	0.09
CD14	P08571	False	CD14_HUMAN		CPI-SS0EB12B326	0.08	0.072	0.0	0.575	0.031	0.754	0.0
ZG16B	Q96DA0	False	ZG16B_HUMAN		CPI-SS061666DC1	0.0	0.01	0.0	0.018	0.041	0.012	0.084
IRAK4	Q9NWZ3	False	IRAK4_HUMAN		CPI-SS0552B6252	0.135	0.153	0.0	0.13	0.091	0.092	0.0
POMC	P01189	False	POMC_HUMAN		CPI-SS00BD8FF72	0.025	0.0	0.231	0.0	0.081	0.001	0.0
POMC	P01189	False	POMC_HUMAN		CPI-SS06BC722B5	0.025	0.0	0.231	0.0	0.081	0.001	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS07318104A	0.0	0.0	0.0	0.004	0.015	0.002	0.0
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS0FDAB7BA8	0.0	0.0	0.0	0.0	0.0	0.002	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS03F7256B7	0.044	0.012	0.0	0.025	0.008	0.028	1.766
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.0	0.084	0.147	0.083	0.703	0.24	0.091
IGF2R	P11717	False	IGF2R_HUMAN		CPI-SS0F3C30371	0.036	0.139	0.28	0.189	0.003	0.245	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0AE21B38F	1.229	1.472	0.0	1.543	0.591	1.631	1.732
ADA	P00813	False	ADA_HUMAN		CPI-SS0C5D2E4C2	0.102	0.045	0.0	0.08	0.161	0.038	0.044
PAM	P19021	False	PAM_HUMAN		CPI-SS0C80895AD	0.0	0.048	0.0	0.111	0.012	0.109	0.031
ARPC5	O15511	False	ARPC5_HUMAN		CPI-SS04A88BD66	0.223	0.928	0.451	1.136	0.627	0.907	0.148
F8	P00451	False	F8_HUMAN		CPI-SS0B0911C23	0.0	0.0	0.0	0.005	0.016	0.013	0.0
LRP3	O75074	False	LRP3_HUMAN		CPI-SS0C0206F07	0.0	0.0	0.0	0.011	0.002	0.011	0.0
B2M	P61769	False	B2M_HUMAN		CPI-SS07A05C698	3.726	3.915	2.518	3.832	3.212	4.008	4.414
P4HB	P07237	False	P4HB_HUMAN		CPI-SS00BCAE157	0.223	0.377	0.229	0.669	0.439	0.515	0.27
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS09F2B397A	0.0	0.0	0.0	0.0	0.004	0.003	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS018633D28	1.34	1.327	0.614	1.317	2.013	1.188	1.481
CD74	P04233	False	CD74_HUMAN		CPI-SS0E4634D3D	3.07	4.038	0.292	2.535	2.048	2.454	1.106
ADM	P35318	False	ADM_HUMAN		CPI-SS0C8E4D226	0.182	0.008	0.111	0.132	0.016	0.166	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS07A876CEC	0.0	0.196	0.0	0.141	0.088	0.099	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.0	0.007	0.0	0.043	0.005	0.027	0.047
CHRM3	P20309	False	CHRM3_HUMAN		CPI-SS0FB415F14	0.0	0.0	0.0	0.0	0.005	0.0	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS0B18FF3DC	0.0	0.196	0.0	0.141	0.088	0.099	0.0
ADORA2A	P29274	False	ADORA2A_HUMAN		CPI-SS00A6D366F	0.036	0.014	0.0	0.044	0.014	0.051	0.03
INSR	P06213	False	INSR_HUMAN		CPI-SS099F84931	0.0	0.196	0.0	0.141	0.088	0.099	0.0
ITGB5	P18084	False	ITGB5_HUMAN		CPI-SS0F1D5F98C	0.0	0.0	0.0	0.0	0.0	0.002	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0F5F247FA	0.0	0.0	0.0	0.005	0.0	0.001	0.0
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0A35FB6B2	1.623	1.348	0.197	1.406	0.641	1.15	2.131
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0FA4C032E	0.0	0.208	0.0	0.095	0.147	0.262	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS086F4422E	0.029	0.0	0.055	0.0	0.0	0.002	0.0
IL1RN	P18510	False	IL1RN_HUMAN		CPI-SS04C75AFF1	0.059	0.121	0.0	0.18	0.007	0.164	0.0
IL1R1	P14778	False	IL1R1_HUMAN		CPI-SS0C3EA601F	0.0	0.029	0.0	0.02	0.004	0.011	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SS09EEF8B61	0.0	0.208	0.0	0.095	0.147	0.262	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SS03A862F61	0.0	0.208	0.0	0.095	0.147	0.262	0.0
IL2RA	P01589	False	IL2RA_HUMAN		CPI-SS0A4E441B7	0.044	0.0	0.0	0.005	0.012	0.007	0.0
IL2RB	P14784	False	IL2RB_HUMAN		CPI-SS06E99213D	0.0	0.0	0.0	0.0	0.0	0.002	0.114
IL1R1	P14778	False	IL1R1_HUMAN		CPI-SS06D3F23CC	0.0	0.029	0.0	0.02	0.004	0.011	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0275F086A	0.0	0.208	0.0	0.095	0.147	0.262	0.0
IL1RN	P18510	False	IL1RN_HUMAN		CPI-SS088A41E6D	0.059	0.121	0.0	0.18	0.007	0.164	0.0
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0FE6BB5FD	0.0	0.208	0.0	0.095	0.147	0.262	0.0
MBP	P02686	False	MBP_HUMAN		CPI-SS07DBC77C8	0.293	0.311	0.267	0.23	0.245	0.259	0.652
PRNP	P04156	False	PRNP_HUMAN		CPI-SS058F072F0	0.178	0.277	0.0	0.305	0.182	0.317	0.223
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.044	0.012	0.0	0.025	0.008	0.028	1.766
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0FB56E1A7	0.122	0.069	0.0	0.088	0.057	0.087	0.049
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.127	0.224	0.0	0.591	0.146	0.936	0.22
CCL4	P13236	False	CCL4_HUMAN		CPI-SS01D236B4F	0.0	0.01	0.0	0.025	0.005	0.044	0.726
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.333	0.0	0.286	0.282	0.509	0.146
MBP	P02686	False	MBP_HUMAN		CPI-SS041A1FCF4	0.293	0.311	0.267	0.23	0.245	0.259	0.652
PRNP	P04156	False	PRNP_HUMAN		CPI-SS0344B3318	0.178	0.277	0.0	0.305	0.182	0.317	0.223
RLN2	P04090	False	RLN2_HUMAN		CPI-SS045EC4F7D	0.0	0.0	0.0	0.0	0.011	0.0	0.0
INSL3	P51460	False	INSL3_HUMAN		CPI-SS08805BBC2	0.0	0.011	0.0	0.004	0.006	0.004	0.0
PRNP	P04156	False	PRNP_HUMAN		CPI-SS0379B9E1F	0.178	0.277	0.0	0.305	0.182	0.317	0.223
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0A106718F	0.0	0.0	0.0	0.0	0.002	0.001	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS0A91D432B	0.0	0.022	0.0	0.072	0.2	0.019	0.0
GZMA	P12544	False	GZMA_HUMAN		CPI-SS0024CA9FD	0.0	0.0	0.0	0.0	0.0	0.004	0.501
F2R	P25116	False	F2R_HUMAN		CPI-SS0D2E7D84A	0.032	0.0	0.0	0.016	0.068	0.016	0.217
ATP2A2	P16615	False	ATP2A2_HUMAN		CPI-SS09F7C032A	0.136	0.218	0.0	0.353	0.187	0.268	0.148
TPSB2	P20231	False	TPSB2_HUMAN		CPI-SS07F90A50E	0.0	0.0	0.0	0.005	0.07	0.002	0.051
PRNP	P04156	False	PRNP_HUMAN		CPI-SS0EB6D1570	0.178	0.277	0.0	0.305	0.182	0.317	0.223
TNFSF12	O43508	False	TNFSF12_HUMAN		CPI-SS079DDF890	0.0	0.121	0.0	0.053	0.011	0.079	0.0
CD5	P06127	False	CD5_HUMAN		CPI-SS034B4FA7E	0.0	0.0	0.0	0.0	0.0	0.0	0.359
FN1	P02751	False	FN1_HUMAN		CPI-SS0A5078A00	0.0	0.0	0.0	0.004	0.015	0.002	0.0
MET	P08581	False	MET_HUMAN		CPI-SS05EA1D183	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CD9	P21926	False	CD9_HUMAN		CPI-SS0295A2800	0.046	0.094	0.103	0.049	0.28	0.058	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS08E085833	0.029	0.009	0.0	0.0	0.01	0.005	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS0E8A6D38B	0.0	0.008	0.0	0.0	0.012	0.005	0.0
